2;333.6153;386.5698;417.7311;459.6784;486.4921;530.1231;562.0950;618.5606;660.3335;723.4351;751.3230;790.4128;826.5051;865.1330;904.2458;945.4469;986.4572;1021.4489;1068.5017;1095.6688;1133.5102;1179.9831;1218.2118;1248.0891;1290.1735;1312.3664;1354.6878;1402.6250;1435.6056;1472.7270;1524.2067;1555.8887;1599.5305;1630.3823;1661.5506;1695.9573;1744.1539
2;332.8150;379.0848;417.0735;456.3646;489.5255;526.1606;563.5708;615.0380;637.1544;671.6894;725.0894;757.7593;791.5404;823.4226;864.2180;902.5574;943.5833;985.7866;1020.9035;1069.0752;1094.1763;1133.6747;1177.9543;1213.0543;1247.7024;1286.9289;1313.7646;1360.5455;1405.0699;1439.4223;1474.7586;1519.5508;1553.0104;1592.3017;1657.5102;1695.3874
2;330.6137;386.2373;418.2487;458.3392;490.1143;526.5449;559.5932;619.2129;665.8852;724.7853;753.3014;790.5281;821.6735;866.3391;907.1054;949.1932;985.7068;1018.6027;1068.2626;1094.1114;1132.3621;1178.7019;1216.4034;1250.5874;1286.6675;1317.1827;1359.6235;1400.1480;1435.4983;1473.7230;1518.9489;1549.1296;1624.7773;1656.5361;1689.0116
2;322.1548;376.5215;411.9435;453.9433;489.0490;529.7003;563.2208;606.0248;642.1528;671.3547;718.6113;749.5320;789.9035;823.4095;867.1248;906.5093;941.7540;990.1607;1012.4340;1096.6827;1135.3622;1180.6106;1210.3659;1255.8650;1297.7729;1310.6107;1357.8407;1392.1587;1431.5679;1461.8378;1523.4785;1540.2961;1626.8968;1652.3406;1681.9169;1745.8435
2;333.6242;378.0819;410.5532;456.6856;491.4177;530.8737;559.5063;603.7735;634.1465;673.9124;719.6650;752.3926;793.9758;824.2740;864.8756;906.1941;937.6352;993.3419;1011.5484;1095.1453;1128.0810;1179.1382;1212.9537;1255.1834;1290.6138;1311.5985;1355.8368;1386.7009;1430.1399;1462.6952;1515.3790;1540.6227;1582.1578;1635.1286;1654.5375;1683.3013;1748.5629
2;325.4216;379.5648;415.5387;455.6640;490.4448;533.1233;562.8047;606.4648;647.1414;678.3093;720.8671;751.7609;789.4460;822.2185;863.9973;902.7162;938.1256;987.7301;1014.0761;1093.5318;1127.7173;1180.4375;1219.3580;1257.5776;1289.7878;1312.8596;1360.2723;1385.2841;1429.7425;1468.1635;1515.6013;1542.8920;1582.2168;1636.1206;1657.1613;1688.8637;1743.8664
2;325.2015;378.5768;417.0483;450.2943;495.3742;533.7059;560.7438;605.8548;643.3298;674.6205;720.9660;757.4413;790.0904;825.1847;865.4809;908.9293;941.2063;990.5884;1020.6743;1092.7541;1121.4855;1179.2458;1215.2550;1252.6602;1291.7473;1310.6556;1354.9824;1391.8582;1433.5865;1463.2750;1514.6122;1542.4686;1594.5752;1642.5881;1659.3716;1682.9042;1748.8386
2;336.8087;376.1045;414.7345;451.5066;489.3102;530.0616;562.7893;606.1166;640.6591;682.0710;718.5920;751.5988;790.8951;826.1987;867.4802;905.4648;944.9346;988.7679;1008.0101;1092.6543;1124.9575;1178.8837;1210.3826;1247.8197;1295.1843;1310.1588;1363.5813;1394.6361;1435.8176;1472.7655;1519.0523;1541.7901;1585.3459;1628.8238;1658.5874;1691.6856;1742.8694
2;334.3462;376.3707;412.5924;448.0837;490.5247;533.0415;564.8428;605.2887;642.3254;685.2020;720.8726;752.6105;792.3306;827.6113;864.6666;905.8471;940.1023;985.5237;1014.4159;1056.6372;1090.9324;1124.0453;1179.5106;1208.2643;1248.3435;1295.7899;1310.9633;1365.5930;1388.8281;1433.8415;1467.8582;1514.0957;1541.6719;1580.8902;1637.0537;1656.8724;1679.3672;1743.0256
2;331.4713;381.8138;411.1249;448.8119;490.6019;531.6196;562.8565;603.9920;639.5540;682.2715;719.9979;750.1306;790.0923;824.8030;866.2361;907.9472;938.8989;987.7588;1014.2161;1056.1354;1091.2126;1121.9834;1178.8153;1211.7135;1252.0323;1293.3910;1312.1492;1360.0682;1388.5914;1431.3991;1473.5935;1519.6963;1543.3849;1588.3091;1634.3009;1656.5426;1683.0836;1743.8077
2;333.5544;377.2091;409.6282;441.9471;484.2817;532.4018;556.4347;606.9332;640.3083;684.1402;721.9326;750.9105;784.3303;821.6400;861.7881;902.1197;937.4867;988.2581;1012.4244;1058.3065;1087.3851;1106.1520;1177.6356;1209.0589;1256.8599;1291.4413;1313.5661;1361.6576;1381.5440;1431.8024;1462.4937;1511.6759;1540.3474;1581.2015;1655.5288;1657.5022;1675.1061;1748.6840
2;378.6959;409.8757;447.1725;495.6046;532.3638;558.4219;601.9151;636.9110;677.9864;721.7372;751.9881;790.5458;827.4480;865.2872;901.6356;945.2066;992.0013;1015.8231;1093.2178;1127.0434;1182.2629;1217.6920;1253.0273;1292.4896;1312.1836;1355.4225;1392.2344;1433.1220;1464.5940;1507.9407;1538.6250;1577.1717;1644.6732;1656.8228;1674.5144;1759.8460
2;329.6394;378.6606;413.6926;453.0551;499.4850;533.6613;564.3702;604.8118;641.7333;676.5799;721.1634;751.3768;789.0677;824.5565;863.4990;899.4088;936.1249;988.0281;1017.6231;1054.7359;1090.2180;1112.9756;1178.8061;1218.3824;1252.9603;1291.4059;1311.7914;1366.2647;1391.7352;1432.4742;1464.4263;1516.9500;1540.9909;1582.3003;1640.5141;1654.9969;1679.9240;1740.3035
2;381.0171;414.6338;448.7657;493.9197;532.6342;562.7371;608.2510;644.9318;672.8737;721.7696;749.2560;792.5720;824.2107;866.7936;911.0542;940.6687;985.7380;1013.8770;1095.7073;1136.5688;1183.5434;1218.8439;1250.0083;1286.0530;1311.2958;1354.1771;1386.8046;1432.0579;1463.4543;1518.3982;1541.2744;1583.1290;1646.1351;1657.0594;1675.0340;1759.1323
2;335.9127;381.3647;417.7547;450.1915;490.2590;533.5515;563.2686;604.8208;649.7112;681.9406;717.9117;742.2054;785.6050;822.9552;864.3841;905.7541;933.4240;985.2937;1007.0394;1052.4012;1092.0054;1118.1811;1179.9874;1215.2621;1252.9700;1292.9867;1311.2706;1369.4847;1391.9011;1430.7223;1475.6084;1516.9052;1542.3565;1575.6620;1622.5524;1652.9073;1684.1422;1744.6371
2;328.0512;380.5982;416.7333;451.9885;487.9365;527.9701;561.5529;605.0003;643.4247;680.6123;718.1333;748.6614;794.0295;829.8748;868.0932;905.5143;939.0434;985.8325;1010.6846;1058.2795;1090.9190;1111.5458;1179.9063;1215.9805;1249.8795;1294.4307;1309.1867;1354.3533;1390.8898;1432.0512;1465.8960;1517.5021;1539.3926;1584.6393;1627.9799;1655.5103;1686.1640;1743.7178
2;326.8645;376.9239;416.8881;451.9820;489.7594;532.0696;564.2338;605.1515;642.5917;682.5685;720.8211;753.2913;791.4650;821.6971;866.0396;905.7629;936.6829;984.5848;1013.0379;1057.9452;1093.3950;1126.0459;1177.9674;1212.1704;1250.5870;1297.7642;1314.2636;1362.1556;1392.2435;1433.5946;1470.7334;1516.3160;1543.0158;1583.8327;1628.4205;1655.9383;1684.0837;1742.6855
2;333.6661;379.0576;413.5354;451.2531;491.4113;530.6042;564.1654;604.6709;644.1176;681.4014;718.9612;746.2517;788.3691;822.3235;867.0808;904.8217;940.5333;991.4622;1011.7198;1058.1134;1092.0717;1119.6679;1180.0232;1212.7228;1254.6633;1293.8440;1311.5037;1360.6314;1387.4532;1432.4172;1472.2279;1521.3871;1542.6316;1583.8591;1630.8364;1654.6031;1682.4209;1737.9440
2;326.7493;377.9350;413.4629;449.2586;488.9245;531.0162;564.8450;604.9133;641.0094;678.1363;718.2878;745.0635;792.7971;823.6092;864.7624;908.3355;942.5105;992.4483;1011.4772;1093.1165;1181.6467;1214.3107;1249.6525;1295.1960;1313.4695;1366.0799;1389.1589;1434.1475;1476.2054;1519.7158;1544.5717;1581.3852;1631.8707;1654.4302;1683.6999;1736.4257
2;334.1101;379.3689;416.8547;454.0847;486.9662;531.8263;564.9253;605.1839;644.7610;678.7806;717.8242;748.0218;793.0739;818.0752;871.9089;907.7920;941.0433;989.9170;1008.4271;1052.2417;1092.9311;1121.7347;1178.7568;1213.6071;1252.7231;1294.6911;1311.1032;1360.4963;1394.3651;1433.8650;1468.2165;1515.5350;1540.3524;1577.6972;1624.9253;1654.6781;1686.3620;1742.8896
2;335.4782;380.1045;414.4742;449.1467;490.1070;532.5981;563.2720;605.6386;643.1914;679.1514;720.3688;752.2472;784.9740;820.9083;863.4234;910.5431;944.7335;991.5301;1014.3851;1055.4616;1092.9193;1120.8241;1183.1005;1219.1428;1247.8305;1296.6467;1308.6715;1362.1375;1390.1781;1430.5845;1467.2844;1515.4279;1541.6828;1582.3306;1648.2335;1656.5941;1680.0305;1746.6749
2;328.3626;382.6129;413.6450;448.0594;486.9523;531.0134;560.3924;606.7046;646.7532;674.8530;719.9114;755.0334;791.9602;825.1385;867.1602;909.0850;938.5844;985.9416;1012.9846;1053.6706;1092.7238;1120.4378;1178.4486;1212.6458;1300.6548;1308.7341;1354.8543;1391.6055;1433.0118;1474.5199;1519.7902;1545.3308;1586.6631;1636.7677;1655.9168;1682.5817;1734.7274
2;335.5742;375.0267;411.7632;451.1185;489.4981;531.6121;558.7868;605.3729;647.8118;680.5691;720.2726;753.5907;789.5762;824.7561;864.4888;907.2043;942.5037;985.4789;1009.0833;1054.3928;1094.4881;1130.1537;1180.1225;1213.6145;1253.7331;1295.3124;1308.4004;1357.3213;1388.5179;1434.4474;1471.0330;1518.1586;1544.6178;1579.2966;1634.7394;1655.7283;1681.5143;1741.4310
2;330.2405;375.9604;416.0947;452.1592;486.2071;530.7827;563.7979;604.7312;641.5633;676.7682;719.6604;753.5645;788.3388;820.4823;863.7500;906.6210;944.5198;989.0200;1018.6306;1058.6440;1092.8703;1120.4869;1178.9154;1211.7727;1256.3896;1294.5975;1311.5904;1360.7665;1386.9794;1431.5350;1468.7811;1522.5542;1538.2921;1583.6067;1626.3919;1655.6873;1686.0155;1750.7097
2;331.9369;378.7559;414.0756;449.5923;489.1976;532.5831;563.1792;605.6461;647.0003;677.9380;719.4518;751.9183;786.8843;820.7799;865.8589;903.9581;937.2039;983.3480;1011.2943;1049.7639;1094.8588;1126.4437;1182.0596;1221.2190;1255.7536;1297.6355;1309.5706;1357.9802;1387.7413;1433.4199;1466.2148;1513.3541;1541.9968;1577.9387;1623.7617;1654.1946;1685.1671;1738.1567
3;335.3869;375.7599;409.2195;451.0831;486.1749;528.2133;562.9234;607.8651;645.0983;686.6695;720.4358;748.8114;795.4759;828.7626;866.4368;918.2162;952.2435;990.5700;1013.8408;1067.9536;1092.1864;1155.5665;1215.5933;1280.5226;1323.9124;1365.1954;1398.0420;1435.5916;1476.8406;1525.3823;1540.6353;1579.5860;1632.0421;1660.7391;1698.0356;1744.5451
3;333.1904;377.4534;408.1684;454.7871;485.8863;527.4104;561.8493;607.3095;650.6806;689.7883;720.0852;745.3595;796.4219;824.8707;862.6249;919.1693;950.1149;989.5987;1013.2783;1066.2220;1086.4607;1135.9497;1158.7995;1214.0994;1246.2890;1279.6213;1327.8609;1363.5092;1394.2612;1432.7453;1478.2033;1525.1791;1542.2027;1579.9000;1632.7795;1660.4909;1689.9562;1748.3099
3;329.2462;378.1094;410.0170;454.3509;485.9937;524.4422;564.5151;607.5321;651.0794;687.5673;719.1269;745.2335;797.1916;824.2909;861.7001;920.0165;952.0474;988.1547;1014.3935;1066.2813;1085.7433;1135.8155;1159.3650;1213.7693;1248.9459;1288.9293;1324.1608;1363.1650;1395.6038;1432.9028;1474.0634;1522.6415;1540.2393;1577.9508;1633.5068;1660.1555;1686.7021;1744.0634
3;330.1903;379.2787;410.9886;453.2778;488.5688;527.4457;565.6602;607.6364;646.7455;686.6847;719.0768;745.2282;797.6164;825.9917;862.6531;916.7883;950.8197;988.5990;1014.8767;1065.5621;1085.5449;1136.3294;1158.8943;1214.8135;1245.8844;1280.8250;1323.8869;1362.8692;1396.5341;1433.2898;1472.7659;1519.1961;1540.8625;1578.8365;1633.6563;1660.7847;1687.7485;1742.1742
3;332.5889;380.4610;412.7020;451.4821;488.7849;526.6569;562.2912;607.3712;652.4879;686.3196;715.9246;739.3997;798.3791;829.2636;866.2028;922.0840;955.1229;988.0377;1010.6926;1067.2012;1084.6208;1138.3800;1157.9074;1214.5806;1279.7948;1326.1372;1361.9002;1390.5298;1440.7593;1474.8502;1526.9842;1537.8752;1576.6725;1632.8615;1660.4192;1685.8909;1746.4140
3;334.5687;378.1132;410.9582;448.5634;487.1930;529.9424;564.6854;607.4221;647.7033;685.2486;718.8417;746.7321;794.6194;825.3435;862.2477;919.1493;951.9666;990.9704;1011.9067;1067.0522;1086.7637;1140.8347;1157.7963;1214.2197;1246.3848;1284.2785;1325.2989;1364.1456;1394.3855;1436.5466;1479.5568;1526.7369;1538.3342;1576.7763;1633.2374;1661.3225;1689.8144;1742.3721
3;338.6227;377.7341;408.9771;456.5336;487.2727;529.2064;558.9865;606.9011;650.2206;689.6393;720.9406;747.3529;787.4072;824.6066;864.0543;916.9337;950.4285;990.5961;1017.6261;1068.6124;1089.7563;1141.5963;1156.1371;1218.6863;1277.6259;1329.2924;1363.4745;1392.5409;1432.4861;1474.9429;1523.8160;1541.4962;1581.2787;1630.3651;1659.2771;1693.6336;1756.6236
3;324.3081;381.4812;409.6917;447.6110;489.3453;528.8435;563.0200;606.2002;646.8762;691.1774;720.5240;744.8432;783.8205;823.6795;866.7727;912.6328;949.4727;985.5609;1012.1446;1069.4614;1092.1518;1137.7212;1156.8290;1211.7935;1258.0993;1284.5356;1327.5163;1363.7760;1396.6633;1441.2097;1480.3253;1524.7889;1541.0060;1583.3833;1633.9289;1661.9384;1695.9720;1741.6591
3;329.7124;376.7827;407.9781;454.3218;488.1974;528.0366;563.0904;607.1296;644.3638;689.3681;721.4020;749.1288;800.1304;836.5491;861.7620;916.5924;951.0006;988.5513;1015.5660;1067.1880;1087.3603;1139.4086;1158.2327;1213.5818;1247.3151;1284.5718;1322.9732;1362.8759;1393.7759;1436.2414;1470.2447;1520.6530;1539.1685;1575.4688;1632.1555;1660.2278;1689.2212;1744.0745
3;336.4312;377.3459;411.4325;451.1368;485.7219;528.1504;561.2165;607.0027;647.7780;687.7523;719.8093;745.2824;795.6367;824.1984;863.5011;918.8541;951.6008;989.9244;1015.6579;1066.0324;1086.4120;1137.6295;1158.6745;1213.6556;1245.9408;1283.6450;1327.7762;1365.3647;1394.5395;1432.2105;1476.8107;1527.2616;1539.9938;1577.2947;1633.1819;1660.0331;1688.3252;1736.8541
3;330.0145;381.7419;407.4516;449.2045;486.1920;529.2535;562.2086;607.3474;649.2479;689.0951;720.6705;746.0513;793.9216;825.4960;863.1986;916.4874;953.0319;991.5542;1016.8511;1067.3866;1087.3972;1138.0492;1158.0156;1214.5930;1245.0352;1287.1395;1327.7221;1365.3642;1396.5345;1433.5128;1468.4499;1520.5138;1541.1272;1578.9326;1632.9245;1659.8306;1690.0966;1748.0894
3;329.7451;378.2068;407.3180;451.9517;485.3141;528.8548;563.9656;607.0810;640.2329;687.4484;720.3996;746.0079;799.0898;830.9750;865.5446;919.2440;952.2735;990.4444;1014.0502;1066.5670;1085.3569;1137.1667;1159.3068;1214.7451;1245.9571;1282.1456;1326.7934;1366.4943;1396.3057;1437.5381;1474.9529;1527.3787;1540.1808;1576.1881;1633.4271;1659.5539;1686.9387;1741.8795
3;331.6373;379.5824;407.1459;448.6226;489.4709;531.5021;565.1715;606.5980;648.7429;688.6607;720.6157;747.4898;794.2176;826.3409;863.7744;916.8500;952.0391;989.2777;1015.1029;1065.7422;1087.9230;1137.4473;1158.5108;1214.1983;1249.4278;1288.0264;1322.5649;1360.1656;1395.9289;1433.5287;1469.9998;1521.4423;1538.5896;1576.5435;1633.8409;1660.2291;1687.6899;1742.5937
3;330.0401;380.6244;409.3233;453.0232;492.2506;531.7586;560.4009;606.9136;646.4725;685.6787;719.4751;745.1713;795.0017;823.2532;861.7554;916.4235;953.5289;990.6941;1016.1094;1066.0425;1085.3622;1137.4522;1158.3504;1213.6541;1250.2416;1283.8550;1325.2127;1361.9689;1392.9941;1436.3337;1474.8970;1523.5009;1540.5824;1580.1319;1634.3290;1660.0155;1682.4718;1746.9062
3;335.0883;382.8345;412.1580;452.7341;492.1268;528.9443;568.2456;606.6401;646.2164;685.7054;719.8919;750.4012;794.6954;830.6365;866.0457;918.6146;951.1689;987.9758;1017.6335;1067.8928;1089.4997;1139.5151;1162.9667;1215.6193;1255.3615;1294.9025;1318.4609;1363.5679;1401.0083;1440.7456;1481.4013;1526.7687;1538.2861;1578.3586;1635.7764;1661.6795;1685.0037;1751.4351
3;326.9623;376.5128;411.3117;455.2859;487.6130;524.4929;560.2160;606.4531;649.7722;686.3089;719.1393;747.4801;788.7667;823.0807;860.2503;905.6202;951.1832;982.6149;1011.3467;1067.5768;1092.1592;1147.9639;1160.1992;1213.8766;1249.7868;1281.8388;1326.4686;1358.6909;1396.4161;1435.2102;1473.4159;1520.8635;1538.8581;1576.1540;1633.2090;1659.9088;1689.7119;1745.4245
3;323.9993;375.3275;409.7626;452.9978;486.8856;526.7031;561.3141;606.6742;645.6317;687.4368;720.8852;747.7304;793.5236;827.3064;863.0666;912.4209;952.2917;988.1608;1015.2100;1067.2256;1090.7586;1155.7518;1214.7243;1250.0866;1282.3820;1318.8401;1364.9129;1395.0783;1427.9709;1470.7072;1520.6843;1540.3060;1577.9612;1633.5376;1660.2612;1690.8368;1751.5016
3;334.0354;378.3317;410.3105;452.7032;486.1351;528.1825;563.9549;606.8118;645.6946;688.1396;719.1530;744.1483;794.6272;825.5344;863.8974;917.5995;951.7585;988.9677;1012.6829;1066.7527;1086.2856;1139.4001;1158.2650;1212.9116;1248.6878;1288.1940;1322.4040;1363.9582;1394.6977;1436.9778;1477.6295;1524.1702;1539.8976;1578.8658;1632.7488;1659.5757;1689.8498;1743.6540
3;335.5816;378.0697;409.5190;452.5490;485.9597;526.2025;565.6907;607.1316;647.2440;690.4500;720.1264;744.2609;797.0333;825.9021;862.1500;920.6533;953.2798;989.4740;1014.8548;1066.9937;1086.0382;1141.8306;1157.5875;1213.4215;1247.6413;1286.9979;1323.8287;1364.2725;1394.3824;1437.3727;1475.5655;1524.5611;1539.0936;1578.1629;1633.7360;1660.5744;1689.7863;1743.0216
